City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
51,Richmond Heights,US,82.42,clear sky,41.5528,-81.5101,American Motel
52,Weligama,LK,79.81,light rain,5.9667,80.4167,Weligama Bay Resort
53,Lander,US,82.11,clear sky,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
54,Seoni Malwa,IN,80.29,overcast clouds,22.45,77.4667,hotel naman residency
55,Madhupur,IN,83.8,overcast clouds,24.25,86.65,Hotel Kumar International
56,Sola,VU,81.18,light rain,-13.8833,167.55,Leumerus Bungalows
57,Manga,BF,84.85,broken clouds,11.6636,-1.0731,Auberge du 11 décembre de la cité CNSS à Manga
58,Singapore,SG,80.51,broken clouds,1.2897,103.8501,The Fullerton Hotel Singapore
59,Cayenne,GF,86.04,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
60,Ranaghat,IN,81.21,broken clouds,23.1833,88.5833,Pole Star Caterer
61,Cockburn Town,TC,81.77,few clouds,21.4612,-71.1419,Osprey Beach Hotel
62,Sungairaya,ID,79.36,light rain,0.7,108.9,Rumah Kuku Moimoi Shelly
63,Carbonia,IT,79.02,clear sky,39.1672,8.5222,Lu 'Hotel
64,Butaritari,KI,82.98,overcast clouds,3.0707,172.7902,Isles Sunset Lodge
65,Satao,PT,81.03,clear sky,40.7418,-7.7329,Centro de Cuidados Continuados
66,Hingoli,IN,79.16,moderate rain,19.7167,77.15,Hotel RW International
67,Faanui,PF,78.85,few clouds,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
68,Loreto,MX,79.36,overcast clouds,22.2667,-101.9667,José de Jesús Velásquez mora
69,Broome,US,79.92,few clouds,42.2506,-75.833,Chenango Valley State Park
70,Nalchiti,BD,80.87,overcast clouds,22.6333,90.2833,Al Madina plazza
71,Mata,PT,86.59,clear sky,40.683,-7.4592,Hostel EntryFik
72,Havelock,US,82.35,overcast clouds,34.8791,-76.9013,Sherwood Motel
73,Gushikawa,JP,78.03,light rain,26.3544,127.8686,Kirari Guest House
74,Nishihara,JP,78.08,mist,26.1842,127.7558,Minshuku Agaihama
75,Mehamn,NO,80.55,few clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
76,Auki,SB,78.35,broken clouds,-8.7676,160.7034,Auki Motel
77,Sao Joao De Pirabas,BR,81.07,broken clouds,-0.7747,-47.1772,POUSADA SOL E MAR
78,Baghdad,IQ,87.71,clear sky,33.3406,44.4009,Baghdad Hotel
79,Road Town,VG,84.24,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
80,Teshie,GH,78.08,overcast clouds,5.5836,-0.1072,Best Western Plus Accra Beach Hotel
81,Salalah,OM,84.29,overcast clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
82,Bandarbeyla,SO,79.41,overcast clouds,9.4942,50.8122,JABIR HOTEL
83,Touros,BR,79.81,few clouds,-5.1989,-35.4608,INN NEW HORIZON
84,Fort Wellington,GY,83.5,overcast clouds,6.4,-57.6,TE'AMO Entertainment Park
85,Iracoubo,GF,81.21,light rain,5.4802,-53.2011,Le Gîte d’Iracoubo
86,Hambantota,LK,79.14,few clouds,6.1241,81.1185,Bungalow 63
87,Birjand,IR,82.67,scattered clouds,32.8663,59.2211,Birjand Tourist Hotel
88,Kahului,US,80.62,scattered clouds,20.8947,-156.47,Maui Seaside Hotel
89,Santa,PH,84.02,light rain,17.486,120.4348,Monte Leah Beach Resort
90,Huilong,CN,78.93,overcast clouds,31.8111,121.655,Hilton Garden Inn Qidong
91,Asau,RO,78.96,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
92,La Asuncion,VE,83.71,few clouds,11.0333,-63.8628,Colinas de Matasiete
93,San Policarpo,PH,82.51,overcast clouds,12.1791,125.5072,Agapita M. Nicart
94,Makakilo City,US,82.72,clear sky,21.3469,-158.0858,Marriott's Ko Olina Beach Club
95,Miranda,CO,83.64,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
96,Narasannapeta,IN,81.0,overcast clouds,18.4167,84.05,AVK events and catering
97,Madras,IN,87.78,mist,13.0878,80.2785,"Taj Connemara, Chennai"
98,Bacolod,PH,78.91,overcast clouds,10.6667,122.95,Planta Hotel & Residences
99,Miracatu,BR,82.56,clear sky,-24.2814,-47.4597,Hotel Van Monet
100,Acapulco,MX,87.62,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
101,Jaque,PA,81.73,light rain,7.5175,-78.1703,Aventuras Jaque S.A
102,Puerto El Triunfo,SV,82.78,overcast clouds,13.2833,-88.55,Hotel Jardin
103,Garden City,US,86.25,few clouds,42.3256,-83.331,Big Trees Mobile Home Community
104,Nibong Tebal,MY,84.18,moderate rain,5.1659,100.4779,K Garden Hotel Parit Buntar
105,Isla Aguada,MX,87.84,clear sky,18.7833,-91.4667,Freedom Shores
106,Benghazi,LY,80.28,clear sky,32.1167,20.0667,Tibesti Hotel
107,Fukue,JP,79.16,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
108,San Cristobal,VE,84.38,overcast clouds,7.7669,-72.225,Pirineos
109,Mazagao,BR,84.52,broken clouds,-0.115,-51.2894,Recanto dos Ferreiras
110,Trairi,BR,79.54,overcast clouds,-3.2778,-39.2689,janelas do mar
111,Aguadilla,PR,87.91,clear sky,18.4275,-67.1541,WSSM Surf House
112,Ranot,TH,80.82,overcast clouds,7.7777,100.3213,Pakbanglake resort ปากบางเลค รีสอร์ท
113,Griffith,US,87.12,clear sky,41.5284,-87.4237,Apartment above Depot Bar
114,Trincomalee,LK,80.49,clear sky,8.5711,81.2335,Welcombe Hotel
115,Bahadurganj,IN,81.32,overcast clouds,26.2667,87.8167,Usmania Cottage
116,Manati,PR,87.87,light rain,18.4275,-66.4921,Manati World Point Inn
117,Salinopolis,BR,81.97,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
118,Tel Aviv-Yafo,IL,80.11,clear sky,32.0805,34.7805,Ben Yehuda apartments
119,Kulhudhuffushi,MV,79.63,overcast clouds,6.6221,73.07,Haajy Guest House 1
120,Megalopoli,GR,78.4,clear sky,37.4011,22.1422,Leto Hotel
121,Bonthe,SL,78.1,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
122,Barcelos,PT,83.91,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
123,Caarapo,BR,85.57,clear sky,-22.6342,-54.8222,Hotel Pousada Quinta do Sul
124,Soria,ES,78.12,broken clouds,41.6667,-2.6667,Casa Rural Sierra de Inodejo
125,Altoona,US,85.8,broken clouds,40.5187,-78.3947,Cedar Grove Motel
126,Netrakona,BD,80.22,light rain,24.8833,90.7167,সিয়াম ছাত্রাবাস
127,Ejido,VE,78.51,broken clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
128,Bubaque,GW,80.67,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
129,Surt,LY,80.64,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
130,Kantang,TH,78.44,overcast clouds,7.4054,99.5156,Reng Ta Chai Boutique HomeStay
131,Basco,PH,84.45,moderate rain,20.4487,121.9702,Nathaniel's Lodge
132,Finschhafen,PG,78.67,broken clouds,-6.6024,147.8681,Cossam Guest House
133,Boffa,GN,81.5,overcast clouds,10.1667,-14.0333,Hôtel Niara Belly
134,Natal,BR,81.25,broken clouds,-5.795,-35.2094,Villa Park Hotel | Natal
135,Damietta,EG,78.93,clear sky,31.4165,31.8133,SULIMAN INN
136,Irece,BR,81.61,clear sky,-11.3042,-41.8558,Hotel Copa 70
137,Kavaratti,IN,82.33,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
138,Palasa,IN,80.46,overcast clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
139,Villa De Reyes,MX,82.6,broken clouds,21.8,-100.9333,HOTEL MARIA NATALIA
140,Turiacu,BR,80.58,few clouds,-1.6633,-45.3717,Pousada Maranata
141,Nauta,PE,81.73,overcast clouds,-4.5061,-73.5757,Amazon Exploring Expedition - Eretzen Tá Lodge
142,Tual,ID,80.46,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
143,Mahibadhoo,MV,81.81,moderate rain,3.7833,72.9667,Omadhoo Inn
144,Nanzhou,CN,78.24,overcast clouds,29.3596,112.4024,兴禹国际大酒店
145,Pocosol,CR,79.9,overcast clouds,10.3667,-84.6167,Heliconias Nature Lodge
146,Narayanganj,BD,87.82,light rain,23.6233,90.5011,BIMT Old Hostel
147,Sao Geraldo Do Araguaia,BR,85.01,overcast clouds,-6.4006,-48.555,Hotel Por do Sol
148,Juazeiro,BR,81.61,light rain,-9.4117,-40.4986,JB Hotel
149,Rock Sound,BS,81.59,overcast clouds,24.9,-76.2,Pink Corral Bay Property
150,Kano,NG,84.99,few clouds,12.0001,8.5167,Royal Tropicana Hotel
151,Ziniare,BF,81.52,moderate rain,12.5822,-1.2983,Privilège Hôtel de Ziniaré
152,Non Sang,TH,78.33,overcast clouds,16.8687,102.5664,Sabaidee@Home Nonsang
153,Suez,EG,80.92,clear sky,29.9737,32.5263,Green House
154,Cedar City,US,86.97,clear sky,37.6775,-113.0619,Hampton Inn Cedar City
155,Ramgarh,IN,82.83,overcast clouds,23.6333,85.5167,HOTEL TREAT RESIDENCY
156,Frutal,BR,87.46,clear sky,-20.0247,-48.9406,Hotel Recanto Dos Ipês
157,Umm Lajj,SA,85.77,clear sky,25.0213,37.2685,Moon light Furnished Units
158,Alibag,IN,82.47,overcast clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
159,Fuyang,CN,80.6,overcast clouds,32.9,115.8167,Fuyang Wanda Realm Hotel
